ID,Text,Translation
5331,Futurist,未来主义者
5332,"- Breakthrough techs are researched <percent(30)> faster
- Bonus Tech: <em>Autonomous Sensors</em> (Sensor Towers no longer require Power or maintenance)","- 突破科技研究速度加快 <percent(30)> 
- 奖励科技： <em>自动化传感器</em> （感应塔不再需要能量和维护）"
5333,Ecologist,生态学家
5334,"- Service Comfort of decorations increased by 10
- Bonus Tech: <em>Hanging Gardens</em> (unlocks a spire which improves residences in the Dome)","- 装饰提供的舒适度增加10点
- 奖励科技： <em>空中花园</em> （解锁一个增加穹顶内宜居度的中央塔）"
5335,Astrogeologist,太空地质学家
5336,"- Start with a Rare Metal deposit revealed
- Extractor production increased by 10%
- Bonus Tech: <em>Deep Scanning</em> (allows the scanning of sectors for deep deposits)","- 开局显示一个稀有金属矿床
- 采集器产出增加10%
- 奖励科技： <em>深度扫描</em> （允许扫描区块中的深层矿床）"
5337,Rocket Scientist,火箭科学家
5338,"- Start with an extra Rocket
- Bonus Tech: <em>CO2 Jet Propulsion</em> (unlocks Shuttle Hub and long-range transportation)","- 开局有一个额外的火箭
- 奖励科技： <em>CO2喷气推进</em> （解锁穿梭机中心和远程运输）"
6987,Leaf Crops,叶子作物
6989,Giant Leaf Crops,巨型叶子作物
6988,Good yield but slow growth,产量高，但生长缓慢
6990,Microgreens,微型蔬菜
6991,"Low yield and slow growth, but require less Water",产量低且生长慢，但需水量少
6992,Wheat Grass,小麦草
6994,Giant Wheat Grass,巨型小麦草
6993,Low yield but grows very fast,产量低但生长极迅速
6995,Potatoes,土豆
8069,Curetatos,治愈豆
8470,Extract the cure for the Wildfire Infection from these potatoes.,从这些土豆中提取出了治疗野火感染的药品。
6997,Giant Potatoes,巨型土豆
6996,"Good yield but grows slowly and depletes the soil, causing reduced yield of the next crop",产量高但生长慢，且会消耗土壤肥力，使下次种植的作物减产
6998,Soybeans,大豆
6999,"Low yield and grows slowly but improves the soil, increasing the yield of the next crop",产量低且生长慢，但会增加土壤肥力，使下次种植的作物增产
7000,Wheat,小麦
7002,Giant Wheat,巨型小麦
7001,Low yield but grows fast and requires less Water,产量低但生长快，且需水量少
7003,Algae,藻类
7004,Very low yield but produces Oxygen,产量极低但产生氧气
7005,Cover Crops,覆盖作物
7006,"Very low yield but increases soil quality significantly, improving the yield of the next crop",产量极低但会显著增加土壤肥力，使下次种植的作物增产
7007,Rice,水稻
7009,Giant Rice,巨型水稻
7008,Great yield but grows slowly and requires more Water,产量极高但生长慢，且需水量多
7010,Vegetables,蔬菜
7011,Good yield and grows slowly but requires less Water,产量很高但生长慢，但需水量少
7012,Kelp,巨藻
7013,Average yield but grows very fast and produces Oxygen,产量一般但生长极快，且产生氧气
7014,Corn,玉米
7016,Giant Corn,巨型玉米
7015,"Great yield but grows slowly and depletes the soil, reducing the yield of the next crop",产量极高但生长慢，且会消耗土壤肥力，使下次种植的作物减产
7017,Fruit Trees,果树
7018,"Good yield and grows very slowly but improves the soil, increasing the yield of the next crop",产量很高但生长极慢，但会增加土壤肥力，使下次种植的作物增产
7019,Quinoa,藜麦
7020,Average yield but grows fast and requires less Water,产量一般但生长快，且需水量少
8114,Ganymede Rice,木卫三大米
8115,Rice engineered on Ganymede. Grows very fast and has high yield.,在木卫三上培育的大米。生长极快且产量很高。
3980,Buildings,建筑
1152,BUILDINGS,建筑
5373,"The Martian Colony is made up of a variety of buildings which provide power, life-support, comfort, protection from the weather, information, resources and a lot more - all things without which humans cannot exist on the red planet.

Buildings are built by using Martian resources while some can be brought from Earth as prefab buildings. All buildings, however, require a resource upkeep for maintenance. 

A construction site must be within the <em>Service Area</em> of <em>Drones</em> (relative to their control hubs) in order to receive the resources needed and then erected.

Some buildings require Power to operate, other are staffed by Colonists living nearby.

The <em>Performance</em> of any building indicates how effectively the building is performing its primary function. It depends on many factors such as researched technologies, upgrades and the current individual performance of the specific colonists working in the building. Qualified specialists and workers with high Morale will increase the performance of a building, while empty work slots, Renegades and workers with low Morale or other issues will be detrimental.

Buildings can be set to operate in three <em>Work Shifts</em> - first, second and night. Turning off some Work Shifts will conserve power and workforce. ","火星殖民地是由各种各样的建筑物组成的，它们提供为殖民者提供了电力、生命支持、舒适感、讯息、资源、免受气候灾害影响的保护，以及更多的人类在这红色星球上赖以生存的必要的事物。

建筑物大多是利用火星上的资源来建造，有些建筑物则可以作为预制建筑从地球上带过来。不过，所有的建筑物都需要资源来进行日常维护。

建筑工地必须在<em>机器人</em>的</em>服务范围</em>(相对于它们的控制中心)的范围内，以便获得所需的资源，然后建立起来。

有些建筑物只需要电力就可以运作，而其它的则还需要有在附近居住的殖民者进行人工处理。

建筑物的<em>性能</em>表明着该建筑主要功能的效率。这取决于许多因素，例如技术研究、升级和在建筑中工作的殖民者的当前个人表现。有着较高士
气的有资格的专家和工人会提高建筑的性能，相反岗位空缺、叛变者和士气低落或有其它问题的工人将不利于建筑正常运行。

建筑物可以设置3个<em>工作班次</em> - 第一班，第二班和晚班。关闭一些工作班次可以节省电力和劳动力。",
3983,Disasters,灾难
5374,DISASTERS,灾难
5375,"Mars is a harsh environment and human life is only made possible due to incredibly durable structures - designed specifically to resist it.

Every now and then, however, extremes will appear that will test the resilience of the colony on a much higher level.","火星的环境十分恶劣，只有使用专门为应对火星环境而设计的，有着令人难以置信的耐久力的建筑，人类在火星的生活才成为可能。

然而，每隔一段时间，就会出现一些极端情况，这将考验着殖民地是否具备更高水平的恢复能力。",
5376,"Mars is infamous for its large and sometimes quite lengthy Dust Storms which raise so much dust that they can be seen with telescopes from Earth. While the wind speeds reached during these storms are not quite dangerous, taking into consideration that Mars’s atmosphere is but 1% of Earth’s, the sheer amount of dust raised can knock field machinery out of order until fixed.

Another issue is that Mars’s fine dust particles are extremely dry and slightly electrostatic, which can cause damage to our electrical grid if a dust storm with more electrostatic properties appears.

MOXIEs and Moisture Vaporators do not function during dust storms.

Dust Storms suspend air traffic - all shuttles will finish their final courses and then return to their hubs until the storm passes.

Electrostatic Dust Storms are a rare occurrence. Lightning strikes during such storms can shutdown buildings for a time or drain the batteries of our drones and rovers. 

The greater the risk the Dust Storm is flagged to pose in an area, the higher the chance is for an Electrostatic Dust Storm to appear. Dust storms can also be a seasonal event, happening routinely in the most high risk areas.","火星因其有着巨大的且有时漫长的沙尘暴而臭名昭著，它扬起了如此多的尘埃，以至于从地球上的望远镜都能看见它们。虽然在这些风暴中所达到的风速并不太危险，但考虑到火星的大气层仅占地球的1%，其吹起的沙尘足以使机械发生故障而无法工作，直到修复为止。

还有一个问题是，火星上的细尘颗粒非常干燥且带着少量静电，因此当遭遇带有更多静电的沙尘暴时，我们的电力网络将受到损坏。

在沙尘暴期间，制氧机和水分蒸发机将无法工作。

沙尘暴会干扰并使空中交通延误——所有的穿梭机都将在完成最后的任务后，返回到控制中心，等待沙尘暴过去。

静电沙尘暴是一种罕见的现象。在这沙暴期间，雷击会使建筑物暂时断电，或者使机器人和漫游者的储电耗尽。

一个地区标识的沙尘暴的风险越大，就越有可能出现静电沙尘暴。沙尘暴也是一种季节性灾难，经常发生在高危地区。",
4146,Meteors,陨石,
5377,"Meteors are extremely common in the solar system. Every day, small to medium sized meteors hit the Earth but most burn out quickly in the atmosphere without ever reaching the surface. Mars, on the other hand, has a very thin atmosphere and most meteors reach the surface. This is, sadly, a constant threat, and must be taken into consideration when designing our colonies. Domes can mostly withstand direct hits with manageable damage, but all buildings outside the protection of Domes are vulnerable. 

Redundancy in vital lifelines such as Water and Oxygen support is one way of risk management.","陨石在太阳系中十分常见。每天都有中小型陨石撞击地球，但大部分都在大气中燃烧殆尽，没有到达地面。但火星的大气层十分稀薄，大多数陨石都能落到火星表面。非常糟糕，这是一个长期的威胁，因此在设计殖民地时必须加以考虑。穹顶建筑大多能承受直接冲击带来的一定程度的破坏，但穹顶外的建筑就很脆弱了。

储备好充足的生命要素，例如水和氧气，是一种很好的风险控制方式。",
5378,"Martian surface temperatures are freezing at best while being extremely cold most of the time. Although humans can’t withstand the Martian cold outside <em>Domes</em> (not without protective gear), most of our machinery is designed to function effortlessly in the cold. 
This, however, is subject to change when a weather event known as a Cold Wave appears. The low-density Martian atmosphere allows for rapid and dramatic temperature drops – drops so low, that all field buildings have to spend increased amounts of electrical Power to keep from succumbing to the cold. 

Cold Waves appear with a short warning period and also may be e seasonal event in areas of Mars flagged as being especially cold.

During a Cold Wave all <em>Water Tanks</em> freeze solid - rendering the colony somewhat vulnerable to water shortages if more unfortunate events overlap.

Out-dome buildings left without power also run the risk of freezing until the cold wave subsides or the area is heated via a Subsurface Heater. Buildings that have an inactive shift are very likely to freeze during that shift.","火星表面的温度大多时候都非常低，即使在温度最高时也是十分寒冷的。虽然在<em>穹顶</em>之外（没有保护措施的情况下）人类无法承受火星的寒冷，但大部分机器都是设计成在寒冷中可以正常工作的。
然而，当寒潮袭来时情况就不同了。低密度的火星大气会使温度迅速急剧地下降 —— 以致于所有的室外建筑都需要消耗更多的电力来避免被冻结。

寒潮在出现前会有短暂的预警器，而且在某些比较冷的地区也可能是季节性灾难。

在寒潮期间，所有的<em>水塔</em>都会被冻住 —— 如果更多不幸的事情同时发生，那么这片殖民地将会因淡水短缺而变得十分脆弱。

穹顶外部建筑在没有电的情况下有可能会被冻结，直到寒潮退去或者该区域通过地下加热器加热。在此期间处于闲置状态的建筑也有可能被冻住。",
4142,Dust Devils,沙尘卷
5379,"Dust Devils form when hot gases near the ground rise quickly through a small pocket of cooler, low-pressure gases above it. They become a vortex of the dust and particles caught by these gases and form a visible pillar that moves and twists.

Martian Dust Devils can be up to fifty times as wide and ten times as high as dust devils on Earth, and they pose a threat to any technology within their vicinity as they tend to cover everything around them with dust.","当近地面的热气流迅速穿过一小块较冷的低压气流迅速上升时，沙尘卷就形成了。被气流捕获的尘埃和粒子变成了漩涡，形成一个可移动和扭曲的肉眼可见的柱体。

火星的沙尘卷有地球上的50倍宽、10倍高，它们对周围的任何技术都构成威胁，因为它们所袭之处遍布灰尘。",
692,Resources,资源
4270,RESOURCES,资源
5380,"Resources are either gathered directly from Mars, or later manufactured in resource production buildings – most commonly from other resources.

They keep the Colony operational by being used for life-support, construction and building upkeep. 

There are two types of resources; <em>grid</em>  and <em>non-grid</em>.

Grid resources use <em>Pipes</em> and <em>Cables</em> for distribution, while non-grid resources have to be moved around with <em>Drones</em> or <em>RC Rovers</em>.","资源要么直接从火星上收集，要么从资源生产建筑中加工而成 —— 通常由其它资源合成。

它们通过用于维持生命需求、建筑建造和建筑维护，以维持殖民地的正常运营。

有两种类型的资源;<em>网络型</em>和<em>非网络型</em>。

网络型资源靠<em>管道</em>和<em>电缆</em>进行分配，而非网络型资源必须靠<em>机器人</em>或<em>RC漫游者</em>来搬运。",
3513,Concrete,混凝土
5381,"Concrete  <image UI/Icons/Sections/Concrete_1.tga>  is made by building <em>Concrete Extractors</em> on regolith deposits found all over the Martian surface. It is a basic building material and is used in a wide range of building types.

<center><image UI/Common/rollover_line.tga 2000> <left>

On Mars, water is a rare and difficult to obtain commodity. As such, turning the Martian regolith into traditional, water based concrete was deemed unpractical very early on during the planning stages. Luckily, Mars is rich in another element with which a different type of concrete can be made – sulfur.

Sulfur-based, waterless concrete is literally the foundation for every aspiring Martian city. Concrete Extractors placed on spots rich in sulfur in the Martian soil, dig up the sulfur-rich regolith and store it as ready to use mix. It is later transported and heated by our <em>Drones</em> on construction sites, turning it into strong and enduring concrete.","混凝土 <image UI/Icons/Sections/Concrete_1.tga> 是由<em>混凝土提取器</em>从在火星表面上发现的土被矿床中提取而成。它是一种基础建筑材料，被广泛用于各种建筑。

<center><image UI/Common/rollover_line.tga 2000> <left>

在火星上，水是十分稀缺且难以获取的资源。因此在规划阶段，将火星的土被转化成传统的用水混合搅拌而成的混凝土是不切实际的。幸运的是，火星上有另一种丰富的元素，可以制造出不同类型的混凝土 —— 硫。

以硫为基础的无水混凝土是每个有志向的火星城市的建筑基础。在火星富含硫磺的地方放置混凝土提取器，挖掘出含硫磺的土被，并将其储存起来以备使用。过后由<em>机器人</em>运输到建筑工地上加热，变成坚固耐用的混凝土。",
5382,"Power  <image UI/Icons/Sections/electricity_1.tga>  is generated from several power generation facilities and is then spread throughout the colony by cables. Excessive power can be stored in batteries for emergency situations.

<center><image UI/Common/rollover_line.tga 2000> <left>

Electrical power on Mars comes mostly from renewable and cheap sources such as wind power (<em>Wind Turbine</em>) and sunlight (<em>Solar Panel</em>), but also from fission (<em>Sterling Generator</em>) and fusion based sources (<em>Fusion Reactor</em>) as the technology available advances. It is then distributed via an extensive and durable cable network. 

<em> Power Switches</em> can be used to dynamically manage the flow of power in case of damaged cables or low power situations.","电力 <image UI/Icons/Sections/electricity_1.tga> 是由一些发电设备产生的，通过电缆在整个殖民地传输。蓄电池可以存储过多的电力以应对紧急情况的发生。

<center><image UI/Common/rollover_line.tga 2000> <left>

在火星上的电力主要来自于可再生的廉价能源，如风能(<em>风力涡轮机</em>)和阳光(<em>太阳能电池板</em>)，随着科技的发展，也有的电力产自核裂变(<em>斯特林发电机</em>)和核聚变能源(<em>聚变反应堆</em>)。然后通过一个广阔且耐用的电缆网络进行分配。

<em>电源开关</em>可以在电缆损坏或供电不足的情况下动态地管理电力供应。",
3517,Electronics,电子元件
5383,"Electronics <image UI/Icons/Sections/Electronics_1.tga> are manufactured in <em>Electronics Factories</em> from <em>Rare Metals</em> and are mainly used for vehicle operating buildings, like <em>Drone Hubs</em> and <em>Shuttle Hubs</em>. 

<center><image UI/Common/rollover_line.tga 2000> <left>

Technology and electronics go hand in hand on Mars the same way as they have, and will continue to for centuries to come, on Earth.","电子元件 <image UI/Icons/Sections/Electronics_1.tga> 是在<em>电子工厂</em>中由<em>稀有金属</em>加工而成，主要用于载具运营建筑，如<em>机器人中心</em>和<em>穿梭机中心</em>。

<center><image UI/Common/rollover_line.tga 2000> <left>

如同在地球上的近几世纪一样，未来也是如此，在火星上科技与电子科技也将共同发展",
1022,Food,食品
5384,"Food <image UI/Icons/Sections/Food_1.tga> is grown on <em>Farms</em> and <em>Hydroponic Farms</em>, which are placed inside <em>Domes</em>, and also <em>Fungal Farms</em> which are placed outside of Domes.

Farms and Hydroponic Farms can grow different crops with different cycle patterns. Furthermore some crops, like Algae, also generate oxygen for the Dome they are grown in. 

<center><image UI/Common/rollover_line.tga 2000> <left>

Making the Martian soil fit for farming, even within the protection of Domes, takes heavy alterations. First, toxin removers are applied to rid the Martian regolith of toxic substances like perchlorates. Then, the use of chemical decompressors to break down common Martian compounds and make nutrients out of them is employed. And finally, specifically designed bacteria to further modify all nutrients made into a more plant-use friendly form, is introduced. 

Growing food on Mars greatly decreases costs and dependency on Earth.","食物 <image UI/Icons/Sections/Food_1.tga> 生产自<em>穹顶</em>中的<em>农场</em>和<em>水培农场</em>，以及穹顶外的<em>真菌农场</em>。

农场和水培农场可以以不同的循环模式种植不同的作物。此外，一些作物，如藻类，它们生长的同时也能为穹顶提供氧气。

<center><image UI/Common/rollover_line.tga 2000> <left>

即使有穹顶的保护，要使火星的土壤适合农作，也需要大量的改造。首先，用毒素去除剂来清除火星土壤中的有毒物质，如高氯酸盐。然后，利用化学解压剂来分解常见的火星化合物，并从中提取出营养物质。最后，利用专门设计的细菌来进一步调整所有的营养成分，使之更适合植物生长。

在火星上种植食物大大降低了运营成本和对地球的依赖。",
4765,Fuel,燃料
5385,"Fuel <image UI/Icons/Sections/Fuel_1.tga> is synthesized in <em>Fuel Refineries</em> and is used to for refueling <em>Rockets</em> bound for Earth, for keeping <em>Shuttle Hubs</em> operational and for polymer production.

<center><image UI/Common/rollover_line.tga 2000> <left>

Using the CO2 from the Martian atmosphere and hydrogen (from water) we can produce fuel to fly our rockets back to Earth. The process uses a series of relatively simple chemical reactions to produce methane and oxygen which are used as propellant for both our rockets and shuttles.","燃料 <image UI/Icons/Sections/Fuel_1.tga> 是在<em>燃料精炼厂</em>中合成的，用于为飞回地球的<em>火箭</em>补充燃料、维持<em>穿梭机中心</em>的运营或聚合物的生产。

<center><image UI/Common/rollover_line.tga 2000> <left>

利用火星大气中的二氧化碳和氢(电解水)，我们可以生产出燃料，让火箭飞回地球。同时使用一系列相对简单的化学反应来产生甲烷和氧气用作火箭和穿梭机的推进剂。",
5386,Machine Parts,机械部件
5387,"Machine Parts  <image UI/Icons/Sections/MachineParts_1.tga> are manufactured in <em>Machine Parts Factories</em> from <em>Metal</em> and are mainly used in both the construction and maintaining of the sophisticated resource Extractors on Mars.

<center><image UI/Common/rollover_line.tga 2000> <left>

Back on Earth, we humans are dependent on machines to sustain our advanced way of life; to power our industries and make possible our vast transportation systems. Here on Mars machines are also tasked with making life possible to begin with, on top of potentially maintaining all of their previous obligations.

Smart design processes and accepted standards have made possible the stockpiling of Machine Parts that could be used in an array of instruments upon demand. Machine Parts could be delivered from Earth to meet the needs of any fledgling colony. But a hefty and reliable supply, one obtained only by having them manufactured on site, will be the foundation to bringing our Earthly way of life to the Martian dream city.","机械部件 <image UI/Icons/Sections/MachineParts_1.tga> 是在<em>机械部件工厂</em>中由<em>金属</em>加工制造的，主要用于火星上的复杂资源采集器的建造和维护。

<center><image UI/Common/rollover_line.tga 2000> <left>

过去在地球上，我们人类依赖机械来维持先进的生活方式、为工业提供动力，以及让庞大的运输系统成为可能。在火星上，机器的任务是在尽可能地保证以往所有义务的基础上，帮助生命的开始。

智能化的设计过程和统一的标准使机械部件的储存成为可能，这些部件可以在需要时用在一系列器械中。机器零件可以从地球上运来以满足任何新生殖民地的需要。但想要有足够大且可靠的供应，只能通过现场制造，这将是将我们在地球的生活方式带到火星的梦想城市的基础。",
3514,Metals,金属
5388,"Metal  <image UI/Icons/Sections/Metals_1.tga>  is readily found on the Martian surface, deposited from ancient tectonic activity and meteor blasts. Further deposits can be found beneath the surface (by either <em>Orbital Probes</em> or <em>Sensor Towers</em>) which can be then mined with <em>Metal Extractors</em>.

Metal is a basic building material and is used in a wide range of buildings. It is also used for manufacturing <em>Machine Parts</em>.

<center><image UI/Common/rollover_line.tga 2000> <left>

Since very early in human history, metals play a vital role in the art of creation. From simple copper tools and nails, to iron decorations to entire structures made out of steel. It would seem their role is not exhausted only on Earth, but will continue to serve as an accessible and vital resource for all our needs on Mars as well.","金属 <image UI/Icons/Sections/Metals_1.tga> 在火星表面很容易找到，它们来自远古的地理活动和陨石撞击。在火星地表下可以发现更多的矿床(通过<em>轨道探测卫星</em>或<em>探测塔</em>)，可以用<em>金属采集器</em>进行开采。

金属是一种基础建筑材料，广泛应用于各种建筑中。它也用于制造<em>机械部件</em>。

<center><image UI/Common/rollover_line.tga 2000> <left>

在人类早期历史，金属在艺术创作中起着至关重要的作用。从简单的铜制工具、铁钉，到铁艺装饰品，再到完全钢制建筑。它们似乎并不会仅仅在地球，而且在火星上也将继续作为可获取的以满足我们各种需求的重要的资源。",
682,Oxygen,氧气
5389,"Oxygen  <image UI/Icons/Sections/Oxygen_1.tga>  is essential for humans to linger and call Mars their home. It can be produced using the sophisticated <em>MOXIE</em> buildings, and later on naturally generated from crops.

<center><image UI/Common/rollover_line.tga 2000> <left>

Oxygen is the most short term life support resource. If colonists are left without oxygen they will die extremely fast. And while Mars’s atmosphere has little to no Oxygen, what it does provide is an abundance of Carbon Dioxide, which our brilliant MOXIE technology can convert to the much needed Oxygen. 

Like water, it is supplied and distributed via pipes networks, in fact, sharing the same pipes used for water distribution.","氧气 <image UI/Icons/Sections/Oxygen_1.tga> 对于人类要驻留在火星上并称之为家而言至关重要的。它可以通过<em>制氧机</em>，或是一些自然生长的植物中生成。

<center><image UI/Common/rollover_line.tga 2000> <left>

氧气是维持生存的短期内最重要的资源。如果殖民者没有氧气，他们很快死去。虽然火星的大气层几乎没有氧气，但利用它提供的大量二氧化碳，我们出色的制氧机技术可以转换出我们必需的氧气。

就像淡水资源一样，它是通过管道网络进行供应和分配的，事实上，它可以与淡水资源共用相同的管道。",
3515,Polymers,聚合物
5390,"Polymers  <image UI/Icons/Sections/Polymers_1.tga>  can be naturally obtained from obsidian scattered on the Martian surface and, once colonists have settled, can also be synthesized in <em>Polymer Factories</em>. It is mainly used for the construction of power accumulators, <em>Domes</em> and Spires.

<center><image UI/Common/rollover_line.tga 2000> <left>

Some of the most important and widely used materials on Earth are made from polymers. While the dependency on such materials on Mars is artificially circumvented as much as possible due to the scarcity of the molecule (unlike Earth, Mars has no fossil fuel reserves to act as a polymer source), their importance cannot be avoided all together. Plastics, rubbers and more advanced isolations have a fundamental role to play in creating and maintaining pressure differentials between habitats and external areas.","聚合物 <image UI/Icons/Sections/Polymers_1.tga> 可以直接从火星表面的黑曜石中获得，也可以在殖民者定居下来后，在<em>聚合物工厂</em>中合成。主要用于建造蓄电器、<em>穹顶</em>和尖顶建筑。

<center><image UI/Common/rollover_line.tga 2000> <left>

地球上一些最重要的和被广泛使用的材料是由聚合物制成的。尽管在火星上对这种物质的依赖性由于其组成分子的稀缺而被人为地规避了(与地球不同，火星上没有足够的化石燃料储备来作为聚合物来源)，但它们的重要性依然不能忽视。塑料、橡胶和更先进的绝缘体在创建和维持栖息地与外部区域之间的气压差上发挥着重要的作用。",
4139,Rare Metals,稀有金属
5391,"Rare metals  <image UI/Icons/Sections/PreciousMetals_1.tga>  are found only in underground deposit sites and need <em>Rare Metal Extractors</em> to mine them. They are mostly used for manufacturing electronics and for exporting back to Earth.

<center><image UI/Common/rollover_line.tga 2000> <left>

After millennia of acting as a status symbol, in modern times rare metals are widely used in electronics and for medical procedures. Still, although one of the vital elements of the Information, and subsequently the Space Ages, precious metals still retain their monetary role.","稀有金属 <image UI/Icons/Sections/PreciousMetals_1.tga> 只能在地下矿床中发现，且需要用<em>稀有金属采集器</em>开采。它们主要用于制造电子元件和出口到地球。

<center><image UI/Common/rollover_line.tga 2000> <left>

几千年来，稀有金属一直都作为一种身份的象征。在现代，稀有金属在电子工业和医疗设备中被广泛使用。尽管稀有金属是信息时代以及随后的太空时代的重要组成元素之一，它仍然保留着可以承担货币的作用。",
681,Water,淡水
5392,"Water <image UI/Icons/Sections/Water_1.tga> on Mars can processed with <em>Moisture Vaporitors</em> or harvested from subsurface permafrost deposits via <em>Water Extractors</em>. It is distributed via a pipe network, which it shares with the distribution of <em>Oxygen</em>.

Apart from being essential for supporting life inside Domes and field buildings that have human operators, water is used for the synthesizing process of polymers and rocket fuel.

<center><image UI/Common/rollover_line.tga 2000> <left>

The most important ingredient for life as we know it to exist is by no means scarce on Mars. However, it is mostly frozen and underground, making it difficult for acquiring. As bringing the water needed to sustain a city on Mars back from Earth will be a huge burden on every craft and far from efficient, constructing a steady water supply solely by harnessing water ice found on Mars is absolutely essential for the survival of any colony. ","淡水 <image UI/Icons/Sections/Water_1.tga> 可以通过<em>水分蒸馏器</em>或<em>汲水器</em>来获取。它与<em>氧</em>共享管道网络来进行分布供应。

除了在穹顶和有人工操作的建筑中维持人类生命起着至关重要之外，淡水也被用于聚合物或火箭燃料的合成。

<center><image UI/Common/rollover_line.tga 2000> <left>

作为众所周知的生命中最重要的成分，淡水在火星上并不罕见。然而，它大多都被冻结在地表之下难以获得。将维持火星上的城市运营所需要的淡水从地球上运送过来将会成为每艘火箭的巨大负担，效率远远不足，因此建造能够利用火星上发现的冻结水的稳定供水系统对于任何一个殖民地的生存都是至关重要的。",
5393,Vehicles,载具
5394,VEHICLES,载具
5395,"Conditions on Mars are utterly hostile for humans to roam and work freely outside of <em>Domes</em>. This is why heavy-duty vehicles have been designed to tackle the tasks that humans can't.

Vehicles are either remote-controlled <em>Rovers</em> or semi-autonomous <em>Drones</em> and <em>Shuttles</em>.","火星上的条件对人类来说过于恶劣以致于无法自由地在<em>穹顶</em>外面活动。这就是为什么要设计重型载具来处理人类不能完成的任务。

其中包括远程控制的<em>漫游车</em>、半自动的<em>机器人</em>和<em>穿梭机</em>。",
5396,"Rockets are used to deliver supplies all the way from Earth, or bring colonists which have applied for a life on Mars.

They are re-usable, and once having refueled on Mars, can bring Rare Metals back to Earth for monetary gains.

<center><image UI/Common/rollover_line.tga 2000> <left>

Space rockets have far a greater role to play in the mission of establishing a permanent colony on Mars, than merely bringing the first colonists there. Until the colony can truly sustain itself, it will always be dependent on Earth for vital resources and the flow of colonists.

Although quite expensive, re-usable rocket technology has already been mastered to a degree that can have a rocket back in space within the same day of landing on either world. ","火箭用来从地球上运送补给，或是运载那些申请在火星上生活的殖民者。

火箭可以重复使用，只要在火星上补充燃料，就可以把稀有金属带回地球换取金钱收益。

<center><image UI/Common/rollover_line.tga 2000> <left>

火箭对于在火星上建立永久殖民地的使命持续发挥着巨大的作用，不仅仅只是把第一批殖民者带到火星而已。在殖民地真正能够自给自足之前，需要经常依赖它进行从地球到火星的重要资源和移民的移动。

尽管相当昂贵，可重复使用的火箭技术已经被掌握到了无论在哪个星球都可以在着陆当天就重新往太空发射火箭的程度。",
1681,Drone,机器人
5397,"Drones are the backbone of the Martian colony’s work force. They are tasked with distributing resources, gathering resources from surface deposits, building and maintaining structures as well as repairing damaged structures and vehicles. 

Although mostly autonomous, drones operate within the service range of whatever control hub they are assigned to, such as <em>Drone Hubs</em>, <em>Rockets</em> or <em>RC Rovers</em>.

Drones run on batteries and need to charge up frequently. They may do so only at <em>RC Rover</em> and <em>Charging Stations</em> which in turn can be built individually or are found attached to <em>Drone Hubs</em>.

<center><image UI/Common/rollover_line.tga 2000> <left>

All the heavy lifting and most of the field tasks are left to Drones. Drones are powerful, semi-autonomous utility vehicles which are equipped with state of the art instruments – fit for a wide range of manual labor.

Built to be resilient against most of what the Martian environment can throw at them, the arch-enemy of all man-made technology on Mars, dust, will eventually incapacitate drones if not cleaned regularly.","机器人是火星殖民地的劳动力的支柱力量。他们的任务包括资源分配、从地表土被中进行资源采集、建筑物的建造和维护，以及受损的建筑物和载具的修复。

尽管机器人大多是自动化的，但它们只能在指定的控制中心的服务范围内工作，如<em>机器人中心</em>， <em>火箭</em>或<em>RC漫游者</em>。

机器人在通过电池供电运行，需要频繁地充电。充电工作可以在<em>RC漫游者</em>和<em>充电站</em>上进行，这些都可以单独建造或被附加载<em>机器人中心</em>上。

<center><image UI/Common/rollover_line.tga 2000> <left>

所有的重型任务和大部分的室外任务都交付给了机器人。机器人是一种功能强大、半自动的多功能载具，它配备了各种先进工具 - 能够应对各种不同的体力劳动。

为了抵御火星环境所带来的，所有人造科技的主要敌人，尘埃，机器人要定期进行清理，否则最终将会丧失工作能力。",
1682,RC Rover,RC漫游者
5398,"RC Rovers are remote-controlled vehicles which can transport and deploy <em>Drones</em> to remote areas if needed. They can also repair any damage that the Drones have sustained.

Rovers are battery-powered and can recharge their batteries at any point along a power cable.

<center><image UI/Common/rollover_line.tga 2000> <left>

The apex of human transport technology, Rovers have extended battery lives and are incredibly durable, making them resistant to most of the Martian calamities such as cold or dust. They may traverse the Colony site and reach distant spots, limited only by the topography, to tackle whatever they have been tasked with.","RC漫游者是通过远程进行控制的载具，可以在需要的时候将<em>机器人</em>派遣到偏远地区。它还可以修复机器人所受到的任何损坏。

RC漫游者是靠电池供电运行的，可以在任何有电缆的地方进行充电。

<center><image UI/Common/rollover_line.tga 2000> <left>

作为人类运输技术的顶端，火星车已经延长了电池额寿命，并且非常耐用，他们能够抵抗大部分的火星灾难，如寒冷或尘埃。除了只受到地形的限制，它们可以穿越殖民地，到更远的地方去执行任务。",
